order_id,customer_id,employee_id,order_date,status
51462,1194,201,2025-12-07,Completed
51463,1116,202,2025-05-11,Completed
51464,1138,201,2025-06-24,Completed
51465,1102,206,2025-07-31,Completed
51466,1110,208,2025-11-01,Cancelled
51467,1093,204,2025-06-29,Completed
51468,1117,201,2025-02-24,Cancelled
51469,1111,203,2025-08-06,Completed
51470,1011,207,2025-02-10,Completed
51471,1012,202,2025-04-21,Completed
51472,1116,204,2025-10-01,Completed
51473,1005,208,2025-10-15,Completed
51474,1161,204,2025-06-20,Completed
51475,1134,205,2025-05-18,Completed
51476,1198,203,2025-08-10,Completed
51477,1200,202,2025-11-08,Completed
51478,1164,202,2025-02-25,Completed
51479,1170,204,2025-09-12,Completed
51480,1089,204,2025-12-29,Returned
51481,1069,202,2025-02-18,Completed
51482,1176,201,2025-12-25,Completed
51483,1062,202,2025-09-25,Completed
51484,1043,201,2025-07-08,Completed
51485,1020,206,2025-02-07,Completed
51486,1097,204,2025-08-20,Completed
51487,1105,204,2025-11-28,Completed
51488,1127,202,2025-07-20,Completed
51489,1024,205,2025-10-16,Completed
51490,1135,201,2025-10-09,Completed
51491,1081,201,2025-06-30,Completed
51492,1021,202,2025-09-01,Completed
51493,1049,207,2025-04-03,Completed
51494,1102,208,2025-05-02,Completed
51495,1102,207,2025-07-04,Cancelled
51496,1151,201,2025-08-06,Completed
51497,1195,202,2025-07-27,Completed
51498,1082,202,2025-06-11,Completed
51499,1151,203,2025-08-21,Completed
51500,1016,202,2025-06-16,Completed
51501,1037,201,2025-02-27,Completed
51502,1086,208,2025-08-15,Completed
51503,1146,205,2025-06-15,Cancelled
51504,1041,201,2025-03-30,Completed
51505,1059,203,2025-09-18,Completed
51506,1189,204,2025-09-18,Completed
51507,1113,202,2025-02-06,Completed
51508,1098,201,2025-11-20,Completed
51509,1130,201,2025-07-28,Completed
51510,1137,201,2025-05-17,Completed
51511,1170,205,2025-12-12,Completed
51512,1139,202,2025-03-24,Completed
51513,1091,202,2025-11-20,Completed
51514,1057,203,2025-11-07,Cancelled
51515,1067,207,2025-02-22,Completed
51516,1151,202,2025-04-23,Completed
51517,1007,203,2025-12-16,Cancelled
51518,1058,204,2025-01-10,Completed
51519,1154,201,2025-07-02,Completed
51520,1079,203,2025-02-10,Completed
51521,1122,203,2025-10-31,Completed
51522,1165,208,2025-11-10,Completed
51523,1099,204,2025-09-04,Completed
51524,1034,202,2025-10-01,Completed
51525,1199,208,2025-07-02,Completed
51526,1190,203,2025-12-09,Completed
51527,1158,201,2025-12-31,Completed
51528,1079,204,2025-06-08,Completed
51529,1030,202,2025-11-28,Completed
51530,1047,202,2025-10-10,Completed
51531,1075,205,2025-09-05,Completed
51532,1045,206,2025-10-26,Completed
51533,1166,204,2025-01-10,Completed
51534,1107,201,2025-04-06,Completed
51535,1046,202,2025-11-29,Completed
51536,1147,201,2025-12-11,Completed
51537,1184,204,2025-07-04,Completed
51538,1045,203,2025-03-31,Completed
51539,1141,201,2025-03-29,Completed
51540,1143,202,2025-12-09,Completed
51541,1148,203,2025-11-25,Completed
51542,1155,204,2025-11-28,Completed
51543,1171,205,2025-12-15,Cancelled
51544,1084,203,2025-03-31,Cancelled
51545,1094,205,2025-06-26,Completed
51546,1142,208,2025-07-26,Completed
51547,1016,205,2025-11-30,Returned
51548,1078,204,2025-04-13,Completed
51549,1187,207,2025-08-30,Completed
51550,1170,201,2025-01-10,Completed
51551,1148,201,2025-06-16,Completed
51552,1041,207,2025-02-22,Returned
51553,1098,207,2025-06-05,Completed
51554,1088,203,2025-09-30,Completed
51555,1147,202,2025-03-13,Completed
51556,1027,202,2025-03-26,Completed
51557,1003,208,2025-08-11,Completed
51558,1090,206,2025-10-27,Completed
51559,1146,205,2025-09-05,Completed
51560,1117,201,2025-02-09,Cancelled
51561,1007,207,2025-04-03,Completed
51562,1014,204,2025-06-12,Completed
51563,1152,201,2025-01-08,Completed
51564,1041,204,2025-11-22,Completed
51565,1104,207,2025-12-19,Completed
51566,1174,202,2025-11-12,Completed
51567,1065,201,2025-07-01,Completed
51568,1054,205,2025-01-30,Completed
51569,1024,203,2025-07-14,Completed
51570,1038,205,2025-09-28,Returned
51571,1131,201,2025-01-15,Completed
51572,1074,208,2025-06-17,Completed
51573,1145,203,2025-07-12,Completed
51574,1031,201,2025-08-11,Completed
51575,1112,206,2025-12-14,Completed
51576,1036,201,2025-10-16,Completed
51577,1007,201,2025-10-26,Completed
51578,1142,203,2025-02-23,Completed
51579,1045,204,2025-01-20,Completed
51580,1164,201,2025-04-03,Completed
51581,1143,202,2025-10-04,Completed
51582,1074,203,2025-12-16,Completed
51583,1189,204,2025-10-17,Completed
51584,1004,207,2025-02-27,Completed
51585,1028,206,2025-02-02,Completed
51586,1140,201,2025-12-26,Completed
51587,1151,204,2025-12-30,Completed
51588,1067,201,2025-05-05,Completed
51589,1096,203,2025-07-01,Completed
51590,1108,204,2025-07-16,Completed
51591,1104,204,2025-02-21,Cancelled
51592,1186,208,2025-10-19,Completed
51593,1109,201,2025-02-14,Completed
51594,1086,201,2025-10-12,Cancelled
51595,1097,205,2025-06-08,Cancelled
51596,1027,208,2025-06-06,Completed
51597,1129,206,2025-12-31,Completed
51598,1039,203,2025-12-25,Completed
51599,1017,202,2025-02-03,Completed
51600,1042,201,2025-12-28,Completed
51601,1088,201,2025-03-08,Completed
51602,1180,202,2025-01-06,Cancelled
51603,1009,202,2025-12-23,Completed
51604,1033,203,2025-10-20,Completed
51605,1187,203,2025-01-13,Completed
51606,1070,208,2025-06-28,Completed
51607,1158,206,2025-09-20,Completed
51608,1151,206,2025-04-11,Completed
51609,1154,206,2025-10-02,Completed
51610,1019,204,2025-07-14,Completed
51611,1096,203,2025-09-13,Completed
51612,1097,207,2025-12-22,Completed
51613,1080,202,2025-05-28,Completed
51614,1057,206,2025-03-17,Completed
51615,1104,201,2025-12-26,Completed
51616,1014,204,2025-01-30,Completed
51617,1196,208,2025-11-14,Completed
51618,1182,202,2025-12-03,Returned
51619,1138,204,2025-01-16,Returned
51620,1092,207,2025-07-26,Cancelled
51621,1109,201,2025-02-24,Completed
51622,1111,205,2025-05-19,Completed
51623,1163,208,2025-03-09,Completed
51624,1065,208,2025-06-25,Completed
51625,1168,203,2025-06-21,Completed
51626,1183,205,2025-12-10,Completed
51627,1166,201,2025-09-24,Completed
51628,1122,204,2025-06-01,Completed
51629,1064,202,2025-11-09,Completed
51630,1059,203,2025-05-18,Completed
51631,1180,201,2025-11-24,Completed
51632,1072,204,2025-04-30,Completed
51633,1177,204,2025-02-20,Completed
51634,1167,205,2025-10-26,Completed
51635,1129,207,2025-08-09,Completed
51636,1180,201,2025-03-16,Completed
51637,1187,205,2025-12-18,Completed
51638,1042,203,2025-08-08,Completed
51639,1101,208,2025-12-06,Completed
51640,1143,201,2025-12-06,Completed
51641,1045,201,2025-12-01,Completed
51642,1143,203,2025-12-22,Completed
51643,1076,206,2025-03-13,Completed
51644,1165,203,2025-12-19,Completed
51645,1151,206,2025-05-22,Completed
51646,1001,202,2025-06-27,Completed
51647,1024,202,2025-02-21,Completed
51648,1058,206,2025-12-01,Completed
51649,1152,203,2025-04-20,Completed
51650,1195,203,2025-03-14,Completed
51651,1104,203,2025-03-20,Completed
51652,1163,203,2025-08-16,Completed
51653,1020,202,2025-08-29,Completed
51654,1180,203,2025-11-12,Returned
51655,1002,204,2025-11-29,Cancelled
51656,1131,201,2025-05-31,Completed
51657,1020,206,2025-02-22,Completed
51658,1036,201,2025-07-06,Completed
51659,1034,202,2025-02-18,Completed
51660,1001,208,2025-10-01,Completed
51661,1072,208,2025-11-16,Completed
51662,1177,202,2025-04-15,Completed
51663,1090,204,2025-12-21,Cancelled
51664,1001,203,2025-09-28,Completed
51665,1021,205,2025-10-02,Completed
51666,1175,203,2025-01-31,Cancelled
51667,1080,204,2025-08-11,Completed
51668,1147,202,2025-04-28,Completed
51669,1185,208,2025-08-05,Completed
51670,1091,204,2025-11-22,Completed
51671,1187,203,2025-06-09,Completed
51672,1016,208,2025-06-09,Completed
51673,1141,202,2025-05-06,Completed
51674,1114,201,2025-12-23,Completed
51675,1003,208,2025-09-18,Cancelled
51676,1060,208,2025-02-03,Completed
51677,1014,201,2025-10-06,Completed
51678,1001,201,2025-12-22,Completed
51679,1180,202,2025-12-03,Completed
51680,1163,201,2025-12-11,Completed
51681,1182,202,2025-10-22,Completed
51682,1174,205,2025-09-10,Completed
51683,1033,202,2025-12-29,Completed
51684,1168,204,2025-05-20,Completed
51685,1012,201,2025-06-03,Completed
51686,1140,203,2025-06-15,Completed
51687,1056,206,2025-09-19,Completed
51688,1041,202,2025-05-01,Completed
51689,1098,207,2025-05-05,Completed
51690,1048,201,2025-09-21,Cancelled
51691,1025,206,2025-02-24,Completed
51692,1063,207,2025-01-29,Completed
51693,1117,208,2025-05-29,Completed
51694,1102,206,2025-01-31,Completed
51695,1091,202,2025-08-03,Returned
51696,1114,202,2025-02-26,Completed
51697,1180,204,2025-12-04,Completed
51698,1134,205,2025-08-16,Completed
51699,1029,203,2025-08-07,Completed
51700,1146,208,2025-10-23,Completed
51701,1012,208,2025-10-25,Completed
51702,1018,204,2025-08-13,Completed
51703,1036,203,2025-03-25,Completed
51704,1161,201,2025-12-08,Cancelled
51705,1072,204,2025-07-09,Completed
51706,1093,201,2025-08-23,Completed
51707,1071,201,2025-12-23,Completed
51708,1027,201,2025-04-23,Completed
51709,1105,201,2025-04-07,Returned
51710,1153,203,2025-04-27,Completed
51711,1023,206,2025-06-29,Returned
51712,1156,201,2025-01-31,Completed
51713,1190,201,2025-08-09,Completed
51714,1108,201,2025-07-17,Completed
51715,1180,201,2025-06-05,Completed
51716,1111,204,2025-06-07,Completed
51717,1166,203,2025-09-06,Completed
51718,1038,202,2025-04-26,Completed
51719,1132,203,2025-09-02,Completed
51720,1038,202,2025-09-24,Completed
51721,1098,203,2025-04-07,Completed
51722,1171,202,2025-01-18,Completed
51723,1181,204,2025-11-28,Completed
51724,1069,205,2025-06-15,Completed
51725,1163,202,2025-05-07,Completed
51726,1098,203,2025-12-03,Cancelled
51727,1138,204,2025-10-01,Cancelled
51728,1083,204,2025-11-12,Completed
51729,1151,201,2025-12-09,Completed
51730,1041,201,2025-12-27,Completed
51731,1198,208,2025-07-04,Completed
51732,1176,208,2025-10-16,Completed
51733,1141,208,2025-07-30,Completed
51734,1046,203,2025-07-29,Completed
51735,1174,202,2025-01-17,Completed
51736,1148,202,2025-07-22,Completed
51737,1113,201,2025-12-03,Cancelled
51738,1175,201,2025-03-05,Completed
51739,1056,206,2025-11-17,Completed
51740,1133,207,2025-11-06,Completed
51741,1089,208,2025-03-12,Completed
51742,1198,204,2025-11-08,Completed
51743,1057,201,2025-11-08,Completed
51744,1009,207,2025-07-03,Completed
51745,1052,201,2025-06-04,Completed
51746,1127,204,2025-09-27,Cancelled
51747,1068,208,2025-03-07,Returned
51748,1028,202,2025-10-10,Completed
51749,1097,204,2025-03-29,Returned
51750,1163,207,2025-11-16,Completed
51751,1102,202,2025-10-16,Completed
51752,1059,205,2025-11-10,Completed
51753,1170,202,2025-01-26,Completed
51754,1019,204,2025-11-30,Completed
51755,1069,205,2025-02-19,Completed
51756,1097,204,2025-09-07,Completed
51757,1112,201,2025-12-22,Completed
51758,1184,204,2025-07-31,Completed
51759,1060,208,2025-02-20,Completed
51760,1122,202,2025-09-14,Completed
51761,1155,202,2025-02-25,Completed
51762,1149,202,2025-09-06,Completed
51763,1199,202,2025-06-26,Returned
51764,1080,203,2025-08-25,Completed
51765,1089,202,2025-07-02,Completed
51766,1081,201,2025-10-16,Completed
51767,1145,203,2025-09-05,Completed
51768,1090,201,2025-02-17,Completed
51769,1158,204,2025-05-17,Completed
51770,1085,207,2025-10-28,Cancelled
51771,1079,203,2025-09-13,Completed
51772,1116,207,2025-05-19,Completed
51773,1085,204,2025-08-05,Completed
51774,1134,202,2025-09-30,Completed
51775,1195,201,2025-08-05,Completed
51776,1106,206,2025-06-16,Completed
51777,1146,202,2025-07-10,Completed
51778,1189,201,2025-12-04,Completed
51779,1161,208,2025-10-16,Completed
51780,1049,202,2025-04-11,Completed
51781,1141,201,2025-06-29,Completed
51782,1064,202,2025-03-15,Completed
51783,1183,205,2025-08-17,Completed
51784,1072,208,2025-06-19,Completed
51785,1074,201,2025-02-09,Completed
51786,1094,201,2025-12-06,Completed
51787,1193,201,2025-12-06,Completed
51788,1035,208,2025-05-19,Completed
51789,1051,203,2025-04-15,Completed
51790,1094,203,2025-12-01,Completed
51791,1021,207,2025-12-06,Completed
51792,1139,208,2025-05-03,Completed
51793,1042,206,2025-12-22,Completed
51794,1140,208,2025-07-25,Completed
51795,1047,202,2025-12-02,Completed
51796,1174,202,2025-07-05,Completed
51797,1154,204,2025-01-31,Completed
51798,1125,203,2025-04-07,Completed
51799,1022,201,2025-02-02,Completed
51800,1177,207,2025-08-26,Completed
